Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Jake has lost most of the movement in his muscles, meaning he is in constant pain and confined to a wheelchair.","Jake as a muscle did not lose most of his movement which meant he was in constant pain and confined to a wheelchair.","polarity_negation","Predicted Relationship: contradiction with 98.02% confidence."
"Jake has lost most of the movement in his muscles, meaning he is in constant pain and confined to a wheelchair.","The wheelchair has lost most of its movement muscle which means it is in constant pain and confinement to Jake.","RS","Predicted Relationship: contradiction with 99.38% confidence."
"Jake has lost most of the movement in his muscles, meaning he is in constant pain and confined to a wheelchair.","Jake as a muscle lost most of his movement which meant constant pleasure and confinement in a wheelchair.","antonym","Predicted Relationship: contradiction with 99.81% confidence."
"While the procedure won’t save his life, it could prolong it significantly and at the very least make it a lot more comfortable.","The procedure did not save his life but it could have significantly extended his life and made him at least very comfortable.","RD","Predicted Relationship: entailment with 99.87% confidence."
"While the procedure won’t save his life, it could prolong it significantly and at the very least make it a lot more comfortable.","The procedure didn't save his life but it could have significantly extended his life and made him at least a lot better positioned.","hypernym","Predicted Relationship: entailment with 99.86% confidence."
"While the procedure won’t save his life, it could prolong it significantly and at the very least make it a lot more comfortable.","The procedure didn't save his life but it could have significantly extended his life and made him at least very uncomfortable.","polarity_negation","Predicted Relationship: contradiction with 99.76% confidence."
"While the procedure won’t save his life, it could prolong it significantly and at the very least make it a lot more comfortable.","The procedure didn't very save his life but it could at least make him significantly longer and make him a lot more comfortable.","RS","Predicted Relationship: entailment with 99.77% confidence."
"While the procedure won’t save his life, it could prolong it significantly and at the very least make it a lot more comfortable.","The procedure didn't save his life but it could have insignificantly prolonged his life and made him at least very comfortable.","antonym","Predicted Relationship: entailment with 55.16% confidence."
"Mrs Foster, 45, said: ‘All we want to do is make Jake as happy and pain-free as possible and they’ve taken that from us.",""We want to make Jake as happy and free from pain as possible and they're taking it from us" said Mrs Foster 45.","RD","Predicted Relationship: entailment with 99.88% confidence."
"Mrs Foster, 45, said: ‘All we want to do is make Jake as happy and pain-free as possible and they’ve taken that from us.",""All we want to do is make Jake as glad and free from his pain as they can and they will take it from us" said Mrs Foster 45.","hypernym","Predicted Relationship: entailment with 99.71% confidence."
"Mrs Foster, 45, said: ‘All we want to do is make Jake as happy and pain-free as possible and they’ve taken that from us.",""All we want is not to make Jake happy and free from pain as much as possible and they take that for granted" said Mrs Foster 45.","polarity_negation","Predicted Relationship: contradiction with 96.60% confidence."
"Mrs Foster, 45, said: ‘All we want to do is make Jake as happy and pain-free as possible and they’ve taken that from us.",""All we want to do is make Jake as happy and free from pain as possible and they take it from us" said Mrs Foster 45.","RS","Predicted Relationship: entailment with 99.76% confidence."
